Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported,CO2_Emissions_Tons,Water_Pollution_Index,Air_Quality_Index,Population_Affected,Government_Interventions,Reforestation_Projects,Waste_Collected_Tons,Plastic_Bans_Enforced,Awareness_Campaigns,Monitoring_Stations
2020-04-28,Russia,Suburban,1483.93,866.81,659.28,2,353,9.59,2,2638.03,78.9,111.76,31431,5,1,151.43,1,13,3
2021-05-08,Nigeria,Rural,2258.62,2608.63,521.58,0,904,13.72,2,5672.9,50.66,76.81,37660,3,0,1156.82,1,10,10
2023-03-07,India,Forest,1039.69,527.45,1842.69,3,680,10.1,2,6351.31,34.8,148.0,88609,4,1,461.16,0,4,15
2020-06-10,China,Forest,2003.34,2386.6,278.2,3,742,5.76,1,5806.66,89.43,99.45,80162,4,3,2501.48,0,6,16
2020-06-24,Germany,Mountain,1094.13,72.2,352.99,1,87,2.56,0,4626.41,84.11,174.12,35756,1,3,3342.76,1,2,13
2024-02-07,Germany,Coastal,1129.52,442.63,1308.06,3,435,17.25,2,3507.75,41.85,198.41,84738,5,2,750.41,0,13,44
2022-09-22,USA,Coastal,1984.55,527.84,848.32,0,794,3.48,1,6158.52,51.79,166.85,79626,4,3,483.24,0,7,44
2020-05-21,Nigeria,Forest,409.07,904.48,788.93,2,630,2.39,1,4171.89,86.2,161.45,41656,0,0,2751.62,0,10,1
2022-12-26,Mexico,Coastal,429.97,298.22,2143.58,4,131,4.67,2,4304.55,77.78,103.27,48249,8,3,2374.89,0,11,47
2020-09-14,Russia,Coastal,900.57,757.75,808.84,6,167,0.55,2,4738.43,84.38,130.19,59764,6,1,1744.93,1,11,33
2020-09-19,Russia,Mountain,1406.02,463.9,1056.86,3,870,1.9,1,5671.92,63.75,57.9,15590,1,4,1917.19,1,8,8
2023-09-13,Indonesia,Suburban,3037.19,1478.01,665.07,3,99,12.89,3,6215.73,44.59,159.1,53636,5,3,582.53,1,0,16
2022-08-31,Philippines,Mountain,1468.6,660.35,943.53,0,718,5.25,0,7038.92,43.62,151.26,20845,0,0,1591.31,1,0,48
2023-01-30,Russia,Suburban,1642.88,3599.46,1888.48,7,123,7.1,2,5167.04,61.54,90.4,41895,1,0,2714.21,0,8,35
2020-12-04,Brazil,Coastal,1321.09,467.42,737.24,3,744,16.79,3,5332.31,85.44,130.12,72022,6,0,2511.31,1,13,14
2021-06-26,Philippines,Forest,2118.97,1405.01,1191.39,4,155,15.57,1,5491.38,67.9,151.9,9283,2,0,341.55,0,14,41
2022-12-16,China,Rural,810.58,1760.01,746.1,5,750,10.1,2,4562.71,32.06,105.18,32457,6,1,1606.09,1,9,27
2023-05-27,USA,Forest,1530.16,1036.33,94.47,2,867,12.45,0,5745.16,63.63,158.84,96567,5,2,4650.26,0,0,44
2022-05-16,Brazil,Forest,2240.92,451.49,535.85,0,833,2.17,1,4458.53,66.51,169.51,81580,4,4,636.1,0,1,48
2021-03-09,Brazil,Rural,1973.03,164.64,648.77,1,648,15.35,1,6162.24,64.89,83.53,47211,9,2,1173.42,0,2,1
2023-01-09,China,Mountain,1682.98,1497.9,1049.38,1,911,10.57,0,4073.66,71.46,95.19,61313,8,2,2062.05,0,6,39
2024-02-03,Indonesia,Forest,1698.51,316.71,1614.0,2,375,11.63,2,5935.53,47.61,110.23,70317,9,2,213.5,1,9,43
2023-11-13,Russia,Suburban,2395.79,65.83,874.43,2,733,13.48,0,5951.85,38.63,85.35,90289,4,1,1150.26,1,2,30
2021-02-15,Indonesia,Coastal,6278.2,674.43,724.88,3,813,10.25,3,3505.84,75.0,166.34,95199,4,4,3374.79,0,8,35
2023-12-31,Russia,Coastal,859.34,1671.53,1261.37,2,405,10.67,0,5396.04,41.78,135.78,68382,7,3,1909.54,1,1,10
2021-09-30,Nigeria,Mountain,6393.35,167.36,1009.9,3,517,10.24,1,6624.33,36.85,107.02,65307,6,3,5230.26,1,2,31
2022-03-28,Nigeria,Mountain,825.79,1148.17,275.63,3,705,10.19,1,5294.63,51.56,52.41,68921,0,4,1427.07,1,8,12
2023-10-07,Brazil,Mountain,153.51,40.86,2767.65,6,333,15.13,1,5137.86,79.97,98.88,68886,9,4,1310.18,0,5,40
2023-08-23,Brazil,Urban,1075.89,1762.79,771.39,4,234,8.83,0,4573.48,34.93,175.48,47199,1,0,791.68,0,10,35
2022-02-03,India,Suburban,2147.95,799.05,1009.78,4,203,0.56,0,5582.79,41.73,161.53,89216,3,2,3013.2,0,11,34
2022-06-16,China,Urban,5451.6,146.37,216.81,1,903,12.44,1,4724.48,58.52,60.11,2752,8,0,810.2,0,10,39
2022-11-25,Germany,Coastal,755.06,1065.78,2237.78,0,167,19.08,4,5552.83,47.26,170.22,63649,6,1,1503.84,0,8,32
2022-07-13,Nigeria,Forest,2385.81,335.66,684.28,4,316,5.51,2,5830.56,73.3,76.86,46314,1,1,3588.43,0,14,12
2020-09-04,China,Urban,477.24,213.79,2977.65,2,434,16.42,1,5355.94,70.49,198.06,6671,7,4,2895.94,0,13,45
2021-05-22,Brazil,Forest,5325.39,328.17,970.07,7,886,9.38,0,6195.07,80.55,180.28,15593,0,1,4126.05,0,4,28
2021-04-05,Indonesia,Rural,3700.08,980.46,1541.69,3,304,13.04,0,5481.8,42.23,186.99,10822,7,4,1889.55,0,3,19
2020-05-11,Brazil,Coastal,1131.38,198.37,741.19,1,290,17.87,3,4713.19,68.94,165.42,34632,4,3,979.9,1,1,24
2021-11-23,Indonesia,Urban,4096.69,18.02,298.85,1,220,15.53,0,3268.21,76.48,156.62,21671,0,2,1989.13,0,11,20
2020-02-13,Russia,Coastal,1523.13,345.89,1383.92,4,991,17.75,1,4614.75,33.76,86.67,66400,2,1,1361.04,1,0,22
2023-04-19,Germany,Rural,3829.82,1545.48,1372.64,3,666,0.69,0,4915.38,32.21,137.96,23081,6,0,6402.28,0,10,11
2023-02-08,Mexico,Rural,1673.45,1529.64,66.69,4,597,4.15,0,5642.23,63.56,154.46,89108,6,1,1593.12,0,4,28
2021-04-16,Mexico,Coastal,1728.06,327.68,267.58,3,627,8.76,0,3209.56,65.27,93.21,69883,7,2,4474.53,1,0,45
2023-04-20,Mexico,Urban,1150.54,315.66,2202.28,2,234,17.03,2,3291.77,53.57,109.75,90672,3,1,2150.32,0,5,40
2021-03-27,Russia,Suburban,2607.01,295.55,688.29,0,951,16.85,0,3176.99,32.16,192.06,78171,5,4,3764.79,0,10,20
2020-01-15,Brazil,Coastal,1826.84,281.83,1687.44,1,751,4.11,0,4993.99,54.12,111.19,65007,6,1,925.25,0,5,5
2020-05-25,India,Forest,2422.93,303.02,3977.48,3,716,3.27,0,3756.37,68.53,97.31,16284,7,3,513.2,0,13,40
2023-12-20,Brazil,Forest,367.05,703.23,1439.41,3,942,16.78,1,5523.09,72.11,66.08,14592,2,3,1024.63,0,6,7
2023-07-16,Nigeria,Forest,3920.13,1574.26,983.2,3,459,11.06,0,4687.83,59.57,101.2,58043,4,1,4229.69,1,8,22
2020-04-30,Mexico,Forest,4578.29,197.99,530.12,1,788,12.72,0,3512.8,61.5,141.82,56737,7,0,4751.33,1,5,37
2021-04-13,Brazil,Forest,1820.51,243.88,1264.81,6,702,16.28,1,6109.35,70.36,72.16,28869,5,1,1420.47,1,12,41
2020-05-18,Philippines,Rural,5993.71,774.62,1378.9,2,637,4.63,0,5057.8,56.96,140.79,87217,0,4,1854.52,1,2,29
2020-03-05,Philippines,Urban,5115.04,1026.95,1070.56,2,195,3.16,1,6150.65,45.81,161.18,53886,1,4,919.07,1,7,12
2021-11-07,Nigeria,Urban,2646.39,93.72,1737.62,5,87,17.25,2,5116.29,43.38,165.24,65512,2,4,696.89,1,4,29
2020-05-25,Russia,Mountain,4131.49,2032.72,330.03,4,539,2.68,2,6624.62,75.17,197.72,65042,6,0,1622.59,1,7,36
2022-11-18,India,Coastal,3440.52,413.66,1086.75,4,311,2.22,3,5715.98,59.25,115.18,72179,9,3,311.45,1,7,35
2021-05-02,China,Rural,271.13,107.03,986.75,2,175,5.9,2,3710.22,67.45,54.86,14448,2,4,3268.94,1,2,43
2021-07-24,Russia,Rural,1342.5,87.25,607.73,8,653,6.68,1,4552.85,58.27,178.2,4633,8,4,5246.37,0,6,22
2023-10-02,Russia,Coastal,2775.23,79.74,1353.76,5,845,5.2,2,4428.57,79.13,62.53,1522,8,1,2405.46,0,3,18
2022-09-21,Brazil,Coastal,4777.26,1384.05,296.73,5,394,14.96,0,2823.47,59.81,179.25,75847,7,3,890.2,1,8,22
2021-03-14,Mexico,Forest,444.44,603.84,499.18,7,310,19.48,1,5975.85,89.28,197.41,90876,8,4,468.61,1,6,19
2023-01-09,USA,Rural,292.99,1393.96,755.24,2,492,4.39,0,5523.21,44.56,186.02,14835,7,4,3324.91,1,9,34
2020-09-27,Philippines,Rural,1595.98,505.05,857.27,2,928,15.75,1,6535.11,38.31,194.6,52695,8,1,2098.55,1,1,9
2024-01-21,Mexico,Coastal,168.86,1363.62,1407.89,3,157,1.36,0,3463.12,52.42,53.5,78927,3,1,3557.47,0,0,10
2023-03-15,Indonesia,Coastal,1554.24,493.29,1522.9,6,606,2.82,0,3947.46,85.12,51.71,11970,3,2,242.3,0,5,19
2023-03-26,Russia,Urban,2186.15,901.31,484.65,2,929,10.54,1,4106.27,81.14,81.54,74386,4,1,1269.4,1,14,38
2022-08-26,Indonesia,Forest,723.93,537.75,2959.63,6,486,19.99,1,6579.35,44.84,169.81,84552,6,1,2381.38,0,5,9
2021-05-12,Indonesia,Mountain,1587.05,465.44,1343.97,6,563,19.01,0,6509.04,65.98,63.41,96772,8,2,110.63,0,9,28
2022-08-26,China,Forest,3228.85,221.61,3584.0,4,994,2.68,0,3781.44,65.34,161.98,54013,3,4,1826.09,0,4,30
2022-04-13,China,Rural,1071.55,1006.3,2578.66,5,762,5.17,0,5462.05,47.6,51.88,78406,6,1,1725.43,0,14,25
2021-01-24,China,Suburban,838.32,168.34,622.05,4,139,18.94,1,5721.59,44.12,159.66,11659,5,0,824.42,1,1,18
2020-07-12,Germany,Urban,1532.27,1004.93,295.31,2,264,3.44,1,4953.66,53.4,87.51,29610,8,2,2995.97,0,14,26
2020-07-17,Indonesia,Suburban,655.59,628.74,222.27,2,676,14.98,0,7075.93,77.32,116.07,38928,8,2,915.85,1,8,19
2023-09-11,Brazil,Coastal,5707.41,1027.03,80.37,6,368,0.52,0,2611.61,41.5,196.48,75534,8,4,7404.42,0,5,27
2022-06-01,Indonesia,Mountain,1712.61,678.05,1206.14,5,653,12.82,2,3126.15,56.74,132.76,50042,4,1,1902.52,0,3,36
2021-12-26,Russia,Rural,916.7,1481.84,577.55,2,887,10.14,0,5190.12,58.9,61.19,81810,2,0,617.91,0,6,4
2022-05-17,China,Mountain,1958.46,829.36,1592.34,2,747,9.68,1,3867.17,86.35,180.97,9103,5,4,1369.2,1,13,49
2022-04-21,Russia,Suburban,1525.82,640.7,605.5,4,821,16.67,0,5979.86,48.21,98.55,54197,1,1,664.24,0,8,26
2022-08-14,China,Suburban,1397.36,1528.62,478.86,3,719,2.07,0,3470.59,31.18,137.8,57613,6,4,850.95,1,7,45
2024-02-02,Germany,Forest,1071.32,78.39,1519.55,3,106,7.86,0,5704.88,71.62,156.77,88943,6,2,2080.16,0,0,3
2020-04-20,Brazil,Urban,1028.33,121.25,4212.19,6,608,9.2,1,5055.01,75.35,166.63,47713,1,2,837.47,1,2,36
2023-10-11,Nigeria,Forest,376.04,1106.98,2535.97,3,451,2.92,1,6896.05,72.18,114.87,70081,5,1,1568.71,1,9,7
2023-08-31,China,Suburban,4127.34,583.93,1538.99,4,271,2.17,0,4249.53,72.04,165.96,63239,3,4,4255.06,1,1,10
2023-08-16,USA,Coastal,2527.3,83.63,2357.38,4,524,4.0,2,6680.3,58.99,67.53,14002,6,1,577.03,1,2,45
2020-07-20,Germany,Urban,2101.65,315.19,1418.6,4,157,5.2,0,5845.67,31.12,128.85,72245,7,3,550.75,0,12,4
2020-05-04,Philippines,Suburban,1506.92,1466.73,67.11,4,912,19.34,0,4092.02,73.8,53.28,88124,9,1,1851.96,1,4,7
2022-04-04,Philippines,Forest,712.39,660.26,1758.59,5,861,9.77,1,4128.4,86.19,110.94,18235,0,3,1298.07,0,5,22
2024-01-31,USA,Mountain,868.5,597.15,1500.2,0,229,10.45,0,6157.86,39.44,104.71,87220,4,2,2021.74,0,2,30
2021-11-25,Germany,Urban,422.28,275.61,2026.33,3,226,14.29,5,5197.96,34.07,196.72,57892,8,0,1619.66,1,1,22
2020-08-11,Brazil,Urban,963.54,1138.9,573.69,1,536,13.84,3,4909.05,45.91,109.68,9416,1,2,2858.28,1,4,29
2021-05-24,Indonesia,Coastal,624.01,519.33,2256.39,3,463,10.3,1,6808.44,80.99,186.06,1492,3,0,1908.77,1,12,11
2021-01-27,China,Coastal,4931.35,973.03,324.68,10,741,7.13,1,5845.01,36.37,115.29,18302,7,4,2537.08,1,3,16
2021-01-24,India,Mountain,3083.62,245.35,1137.06,3,86,6.96,2,4202.04,72.91,130.01,1783,4,0,2862.26,0,4,44
2023-01-03,Russia,Mountain,1768.56,2619.02,999.25,3,624,1.63,2,4488.88,33.78,102.61,77429,7,4,2552.84,0,9,6
2022-07-07,Nigeria,Urban,783.69,1678.02,34.38,2,317,18.04,2,5466.71,31.97,146.0,26531,9,3,999.22,1,3,37
2020-10-14,Philippines,Rural,654.2,654.0,636.21,2,834,15.5,1,5268.94,83.48,160.87,45920,9,4,1420.6,1,3,13
2022-05-14,Russia,Suburban,1432.82,785.55,1483.91,1,851,12.66,1,5758.79,76.23,168.66,75116,0,1,1300.07,1,14,33
2021-01-10,Nigeria,Suburban,3171.08,318.38,651.63,4,973,8.22,2,5863.45,65.92,154.09,2349,6,1,2001.02,0,7,47
2021-07-24,Germany,Forest,434.64,1037.67,2773.99,4,437,11.86,0,6583.77,40.32,99.49,9433,5,1,4105.27,0,5,8
2022-08-05,Nigeria,Urban,2504.22,2009.28,1210.35,5,403,9.96,2,4615.87,46.73,99.59,43476,1,2,699.45,1,14,11
2021-05-26,Russia,Suburban,959.9,988.69,810.03,6,863,5.84,1,7410.64,32.92,102.19,78308,6,1,3353.47,0,1,33
2020-06-03,Philippines,Suburban,1113.57,193.2,2265.14,2,319,6.32,2,5951.27,68.72,55.67,22174,2,4,1758.93,0,2,33
2022-06-26,Indonesia,Mountain,1730.1,1972.48,704.89,2,318,17.55,0,5291.69,71.17,191.46,88071,3,4,1253.11,1,14,44
2023-02-01,China,Urban,807.61,2455.11,355.03,2,491,12.88,1,4861.99,49.61,79.36,31154,5,4,1356.91,0,7,48
2020-07-19,Nigeria,Coastal,1376.83,822.3,1572.85,2,354,0.53,1,5401.19,50.3,73.88,56836,2,1,1402.08,0,0,40
2020-04-13,Philippines,Forest,748.12,250.06,290.24,1,295,6.87,2,3226.74,67.74,132.85,11684,0,3,1312.68,1,12,27
2023-08-28,USA,Urban,1027.44,605.72,662.8,2,227,7.13,0,4905.25,86.74,57.11,29934,9,3,1787.66,0,5,46
2023-01-12,Germany,Coastal,2844.44,924.63,1047.24,4,116,14.27,2,6330.21,53.68,175.68,25597,0,2,1095.24,1,2,39
2020-01-31,Nigeria,Forest,1798.22,764.94,801.73,4,326,14.16,0,4602.52,59.62,181.43,63933,5,4,851.55,1,8,18
2020-07-10,Indonesia,Forest,2837.07,193.23,6497.89,3,257,9.55,1,3101.12,71.9,109.67,58153,3,4,1000.67,1,9,45
2021-04-29,Russia,Rural,949.23,910.77,1429.95,2,356,19.04,4,3685.52,50.54,195.71,37956,6,2,763.89,1,12,32
2020-12-06,Nigeria,Coastal,2517.16,1453.52,923.32,2,599,17.51,1,4695.56,82.13,98.64,546,8,4,350.86,0,10,45
2022-04-12,China,Forest,324.8,141.94,589.38,2,680,17.39,2,5336.55,80.77,89.04,68145,7,0,1379.57,1,0,41
2022-09-21,Germany,Suburban,1729.52,164.82,1335.45,1,587,7.29,1,4165.36,70.46,198.45,11579,2,2,3003.51,1,13,24
2022-09-12,Philippines,Rural,2634.49,304.63,2334.14,2,567,8.9,0,3640.07,62.22,87.55,43913,6,4,1706.9,0,1,22
2021-03-13,USA,Rural,310.28,475.15,185.75,3,323,8.67,1,4273.71,89.01,116.64,73185,0,2,4600.79,0,5,3
2022-04-01,Nigeria,Urban,958.83,1162.31,1308.46,2,282,9.09,1,6933.08,72.14,141.78,1172,1,0,902.8,0,11,3
2020-04-30,Russia,Suburban,1728.61,1441.07,879.03,3,163,17.84,0,7636.61,68.59,98.38,44748,8,0,1079.57,1,3,14
2020-12-03,China,Suburban,3332.56,237.98,1825.82,5,183,5.36,2,5528.88,82.61,107.63,31476,9,1,1154.52,1,11,32
2022-02-15,Russia,Mountain,1027.33,697.91,1057.75,5,474,16.14,1,5271.72,63.3,158.11,19612,7,4,1008.35,0,9,9
2020-01-05,Nigeria,Mountain,2448.47,1396.26,1467.56,1,874,10.52,0,6127.16,44.58,158.45,44657,6,0,1155.67,0,0,16
2022-03-10,Brazil,Forest,4306.37,694.71,3745.82,3,739,5.36,0,3636.27,38.27,170.54,6939,9,0,1389.21,0,9,25
2021-06-27,Philippines,Forest,2528.18,728.69,1870.51,6,74,10.78,2,4447.54,58.26,139.06,53370,1,0,1343.48,1,3,5
2022-07-20,USA,Forest,1418.04,826.6,797.39,3,609,4.31,0,2905.88,60.94,85.03,89765,1,1,207.08,0,1,13
2021-08-07,Philippines,Urban,2193.2,428.0,407.66,3,329,2.61,0,5467.42,79.66,99.97,25112,6,4,254.22,1,12,31
2022-05-16,Mexico,Rural,1002.2,648.59,880.96,1,975,16.84,3,4956.15,38.37,185.11,21488,6,2,275.87,1,8,21
2023-11-27,Indonesia,Mountain,1780.97,35.52,413.98,2,392,14.14,1,4212.09,70.87,160.06,33461,5,1,2907.36,0,6,40
2024-02-05,Mexico,Coastal,1473.66,320.24,1134.13,0,862,4.5,0,6944.84,48.25,63.2,43620,9,4,2173.69,1,5,9
2023-02-12,India,Mountain,2141.61,898.97,1136.78,2,860,18.87,0,6241.98,86.34,163.04,13384,4,0,653.62,0,12,21
2023-09-17,Germany,Rural,1189.48,222.4,234.73,4,121,0.98,3,4968.43,58.23,99.6,65912,5,1,2971.84,1,13,9
2024-01-11,USA,Rural,2229.53,1184.16,1109.59,5,250,7.0,0,4203.26,67.34,53.48,21071,8,3,2664.57,1,11,10
2022-09-23,Germany,Coastal,1180.11,63.28,2990.84,6,375,0.92,0,5310.94,69.01,122.56,8374,3,3,2528.75,0,8,41
2020-11-13,China,Urban,3063.2,1147.9,1077.63,6,82,3.27,1,5105.15,35.46,182.51,80073,9,0,1865.06,0,12,44
2021-01-23,Brazil,Mountain,1280.21,1145.42,725.11,6,146,4.01,2,4488.02,81.13,116.65,46405,0,4,160.16,0,7,12
2021-08-30,Russia,Forest,177.22,2763.76,1764.28,3,606,16.3,0,4022.6,39.85,198.32,40421,8,4,456.89,0,1,11
2021-03-21,Germany,Suburban,674.59,411.38,897.02,3,312,19.86,0,5242.47,53.85,76.71,33335,7,1,2584.38,1,2,20
2020-04-29,Indonesia,Urban,1690.56,584.4,957.81,5,923,17.41,0,5225.49,70.35,102.63,80770,1,3,498.82,1,13,39
2023-04-01,China,Forest,4902.92,1864.55,2265.22,2,963,12.89,2,3921.61,33.31,52.49,70896,3,4,1289.0,0,14,33
2023-01-15,USA,Mountain,2983.1,1687.98,442.53,4,119,14.6,0,3037.04,64.83,57.55,65137,2,1,1124.66,0,6,7
2020-05-04,China,Coastal,131.67,1325.82,1997.86,4,862,10.7,1,4658.54,54.59,103.15,1097,2,1,1049.64,1,9,1
2021-10-04,Indonesia,Urban,393.82,787.7,220.95,4,342,8.74,1,3568.27,33.83,129.26,42352,5,3,2002.16,1,3,14
2020-04-27,Russia,Mountain,3622.23,1826.61,4042.13,5,966,14.0,1,4203.77,73.58,85.56,69731,6,0,1391.53,1,10,45
2020-04-12,Russia,Forest,2624.32,3489.74,455.18,4,779,19.48,1,4448.56,60.08,74.97,9659,7,1,441.25,1,5,21
2023-04-11,Brazil,Mountain,6652.68,969.63,1095.77,6,256,1.06,0,5453.52,48.21,113.1,95307,6,0,652.48,0,8,45
2022-09-03,Germany,Suburban,1141.19,610.38,2664.57,3,221,6.62,0,4438.08,35.06,75.6,44994,8,3,2707.75,0,6,49
2022-10-26,Philippines,Rural,792.66,1066.95,227.63,0,807,6.94,0,5273.52,62.85,144.63,23509,1,1,1623.41,0,13,8
2022-12-23,Germany,Rural,1760.78,686.09,653.4,2,975,8.58,0,4097.04,48.36,193.29,32961,9,2,3314.73,1,2,17
2020-11-18,Philippines,Mountain,1122.94,448.0,1883.99,5,444,12.72,1,5329.2,86.8,170.98,74750,3,3,723.24,0,13,45
2020-04-26,Russia,Forest,3397.0,1188.18,140.85,1,305,10.52,1,4675.99,65.49,82.28,65223,1,3,1805.22,0,5,49
2022-11-06,Mexico,Rural,1091.14,353.85,1494.2,2,313,0.87,0,5291.58,47.1,192.67,44201,2,2,294.99,0,6,15
2020-06-13,Mexico,Mountain,1341.97,953.32,1330.46,7,950,8.53,2,6299.46,61.72,162.67,72929,9,3,494.16,1,0,2
2021-01-15,Russia,Mountain,695.51,89.05,263.2,2,313,12.58,3,4811.67,62.37,73.25,83929,0,2,697.64,0,12,13
2020-05-20,Mexico,Suburban,2847.39,2076.55,4044.93,5,566,10.34,1,4847.09,73.61,136.91,93666,7,2,198.59,1,6,29
2023-05-03,India,Forest,737.12,258.22,1040.89,4,59,17.51,0,5445.15,84.13,194.97,13599,4,3,1135.08,1,13,28
2020-05-19,Nigeria,Rural,2259.41,118.3,747.19,2,320,8.27,3,5523.81,87.76,64.51,64093,4,2,3525.63,0,4,8
2023-10-14,Mexico,Forest,5453.37,1643.93,346.28,2,791,0.74,0,2618.39,73.07,90.65,27305,7,2,5572.81,1,13,35
2021-04-26,Philippines,Forest,263.52,1883.09,409.89,1,361,6.06,0,3854.16,62.75,106.11,89074,8,3,1419.54,1,6,24
2022-04-06,Brazil,Suburban,4440.16,773.92,3729.61,0,419,3.15,0,5237.94,43.5,67.34,31131,8,2,2382.59,0,13,7
2020-09-02,Brazil,Forest,2054.86,533.46,1094.16,2,616,5.38,1,6641.86,54.18,94.89,65569,9,0,869.56,0,12,28
2023-03-12,USA,Rural,595.01,421.32,2290.01,3,948,7.56,2,3518.31,59.33,153.85,59248,8,3,3575.56,1,12,22
2021-05-19,Nigeria,Rural,1811.92,738.0,614.25,3,602,13.69,3,4428.1,37.7,121.59,99562,1,3,239.03,1,14,26
2023-03-31,Indonesia,Urban,2790.17,561.82,3362.8,2,699,6.82,2,5243.89,45.38,113.16,98000,6,0,599.26,0,6,17
2023-05-02,Philippines,Coastal,840.28,499.8,656.46,3,440,17.74,2,4028.91,89.07,114.79,5321,6,4,1797.91,0,14,38
2020-03-22,India,Mountain,2352.43,228.0,384.82,2,164,6.34,1,5541.64,75.4,163.95,98761,3,1,3020.93,1,5,6
2023-06-22,Philippines,Coastal,4685.56,158.11,1434.78,5,624,3.17,3,5717.35,58.92,198.69,35086,4,2,1491.8,1,12,11
2020-06-16,Russia,Suburban,1089.97,631.86,220.91,2,393,3.79,0,5439.34,43.56,138.3,56784,5,2,702.31,1,2,38
2022-05-08,Nigeria,Forest,687.73,718.46,164.16,3,459,18.72,1,5201.12,64.41,162.73,8006,6,1,635.34,1,8,2
2023-09-08,Russia,Urban,1509.49,275.12,2980.66,1,595,9.37,2,3983.38,43.91,105.88,43119,1,2,1815.58,0,12,32
2023-04-10,Brazil,Urban,1739.65,319.97,508.47,4,427,8.36,1,4704.4,41.59,179.1,74906,9,2,2863.6,1,4,26
2023-03-03,India,Suburban,3515.93,716.95,1649.83,0,813,1.84,1,6269.76,35.63,113.05,57945,1,0,4239.0,1,8,31
2022-12-06,Brazil,Mountain,1470.89,221.09,3830.66,1,505,14.8,2,5363.47,50.75,190.27,6174,1,0,632.83,1,14,32
2021-10-09,China,Mountain,1174.08,1366.2,1064.48,6,472,14.05,2,2660.22,62.5,161.53,99289,4,0,125.92,1,2,35
2021-06-18,USA,Coastal,671.75,922.02,1607.33,3,493,7.83,2,5819.68,39.56,156.12,84959,5,0,456.08,0,13,2
2021-02-22,Mexico,Coastal,313.09,272.29,161.65,4,246,13.99,1,5408.13,42.03,93.52,90814,5,3,2800.57,0,6,3
2023-10-03,Mexico,Rural,494.42,883.28,463.32,5,917,7.67,1,4656.78,53.47,169.42,45480,2,2,1252.27,0,4,33
2024-01-06,Mexico,Coastal,491.49,227.48,3328.57,8,412,1.93,1,4791.7,59.37,65.79,75792,3,1,3198.86,0,13,7
2021-10-05,Philippines,Coastal,1353.5,1149.7,751.32,7,459,14.89,0,4386.59,75.74,130.7,71454,6,2,738.43,1,13,21
2021-05-03,Philippines,Forest,381.83,238.02,271.75,3,813,19.32,1,5073.34,64.0,160.31,16302,6,3,2773.01,0,6,48
2021-06-27,USA,Suburban,1597.55,523.67,1543.92,3,623,13.14,1,5004.63,67.06,182.54,59988,5,3,970.65,0,7,25
2022-03-21,Germany,Urban,5374.54,666.82,2658.79,1,443,5.89,0,4753.17,71.77,135.45,94623,0,2,622.46,1,10,16
2020-09-25,Nigeria,Coastal,3585.12,1861.57,658.36,7,786,5.76,2,5263.15,57.06,88.75,34592,9,2,2331.78,1,7,23
2023-10-07,Russia,Rural,1343.08,255.94,1546.95,8,558,18.62,1,4874.22,50.59,177.33,82191,5,0,838.27,1,4,17
2023-08-14,Germany,Coastal,7685.15,244.26,2042.64,1,917,6.41,0,6002.76,78.03,165.2,13801,0,3,395.59,1,10,33
2021-09-06,Philippines,Forest,1744.29,97.56,871.89,5,615,15.48,2,5834.42,79.7,73.03,37544,4,2,520.81,1,13,18
2022-07-25,Mexico,Mountain,1935.7,2286.3,764.58,3,720,13.04,0,3651.49,39.24,180.86,17785,5,1,465.4,0,11,39
2021-10-09,Indonesia,Forest,1487.16,602.33,3731.65,5,343,12.06,1,5372.55,87.2,193.98,62884,6,1,1091.41,0,4,23
2020-05-28,Nigeria,Rural,1624.74,1392.13,298.78,2,931,4.03,0,4721.99,85.8,130.66,16567,7,0,2726.48,0,12,9
2020-01-20,India,Mountain,1058.94,326.04,1145.24,3,74,1.17,2,4030.28,82.25,55.75,55483,8,0,1060.32,1,7,3
2022-07-27,Germany,Urban,1358.69,358.94,937.31,4,286,10.03,1,5330.86,55.36,187.34,42231,5,2,468.21,1,13,48
2023-06-26,Brazil,Rural,4459.91,558.88,931.38,6,510,19.77,0,5405.24,80.53,68.41,47969,6,1,4947.26,0,5,35
2023-02-27,China,Rural,3848.44,574.43,1958.91,1,370,4.32,1,7760.56,67.68,144.97,46994,3,3,2959.39,0,5,24
2020-07-23,Russia,Suburban,167.2,1035.66,1634.3,7,149,10.97,3,2779.89,42.32,110.14,4928,9,4,1255.15,1,1,6
2020-05-30,Brazil,Coastal,429.94,618.39,1302.36,3,789,13.58,0,4530.66,76.49,198.81,72315,6,1,653.01,1,6,19
2023-01-06,Brazil,Rural,850.68,404.71,165.56,4,739,9.93,0,7510.28,54.37,187.57,18270,9,3,699.16,0,9,14
2021-03-12,Indonesia,Suburban,3189.95,2318.12,424.62,6,457,10.39,1,4247.18,47.53,167.68,80299,0,1,1156.79,1,6,3
2022-11-02,Nigeria,Urban,3906.17,224.4,820.35,2,204,13.39,1,5364.07,82.7,79.89,61637,2,2,636.66,0,5,6
2021-06-27,China,Urban,2782.73,257.53,1109.35,0,483,16.39,0,5203.49,81.74,154.88,53561,0,4,962.68,0,13,17
2020-09-28,Nigeria,Suburban,592.7,228.13,3299.36,1,800,7.0,0,5085.91,81.86,135.82,25482,7,4,3648.54,0,13,36
